اچکا پن,
اجوائن خراسانی,
باگر,اسم
باگھ,اسم
باگا,
باگ[2],اسم
اجلاس کامل,اسم
اجل گرفتہ,
اجالے کا پہرا,اسم
اجالے کا تارا,اسم
اجتماع سعدین,
اجتماع نیرین,
اجڈ پن,
اجر جائز,اسم
اجر غیر ممنون,
اجر کریم,اسم
اجرمثل,
اجرمسمی,
اجرت خالص,اسم
اجرت گیر,فعل
اجل رسیدہ,
بال برابر,اسم
بال بچے,اسم
بال باندھا,اسم
بال بال,اسم
بال[1],اسم
بال سے باریک,اسم
بال گوپال,اسم
بال دار,اسم
بال خورا,اسم
بال توڑ,اسم
بال بھونری,اسم
بال بھر,اسم
بال بند,اسم
بال پین,اسم
بال[4],اسم
بال[3],اسم
بال ہما,اسم
بال و پر,اسم
بال کشا,اسم
بال جبریل,اسم
بال افشاں,اسم
بال[2],اسم
بال نما,اسم
ادا دار,فعل
اختلاط العقل,
اختصار نویس,فعل
اختر شماری,فعل
احسن الخالقین,اسم
احسن تقویم,
احقر العباد,
احکم الحاکمین,اسم
احمد ثانی,
احمق پن,
احیائے شب,اسم
اخبار بینی,فعل
اخبارچی,
اخبار گزار,فعل
اخبار نویس,فعل
اختر سوختہ,
اچھے دام,
اچھے دل سے,اسم
اچھے دن,
احتراق شمس,اسم
احتقان جلدی,
احتمال تکرار,
احتمال قانونی,
احتیاج مند,
احرام پوش,فعل
احساس برتری,اسم
احساس کمتری,اسم
احساس محرومی,اسم
احسان شناس,فعل
احسان فراموش,
احسان مند,
اختلاف الدم,اسم
اختلاف بیانی,اسم
اخراج قومی,
اخلاص انگیز,اسم
اخلاص مند,
اخلاق سوز,فعل
اخلاقی جرات,
اخوان الشیاطین,
اخیردان,
اخیر کو,حرف جار
اخیر میں,حرف جار
اخیر وقت,
ادابند,فعل
بالا پوش,اسم
بالا[2],اسم
بالا پن,اسم
بالا[1],اسم
بالا بین,اسم
بالا بند,اسم
بالا بلند,اسم
بالا بالا,اسم
بالا[3],اسم
بالائی,اسم
بالانشینی,اسم
بالانشین,اسم
اردو پن,
اردوے معلی,اسم
اردلی بازار,
ادب پارہ,اسم
ادھورا پن,
ادھیڑ پن,
اذان چی,
اذن عام,اسم
ارادت مند,
ادھر ہی ادھر,
ادھر ادھر کا,
ادھر ادھر,
ادوائن کا توتا,
ادب لطیف,اسم
ادب گاہ,
ادب دار,فعل
ادب آموز,فعل
ادا کنندہ,اسم
استاد ازل,
اس دن کو,اسم
اس طرف,
اس قدر,
اس میں,حرف جار
اس وقت,اسم
اس پار,
اس پر,حرف جار
اس سرے کا,اسم
اسپ انگیز,فعل
بالشتیا,اسم
بالشتی,اسم
بالشت بھر,اسم
بالشت,اسم
بالٹی,اسم
بالائے طاق,اسم
بالائے,اسم
بالائی منزل,اسم
بالائی آمدنی,اسم
بالائی انتظام,اسم
بالوشاہی,اسم
بالو,اسم
بالم,اسم
بالکنی,اسم
بالک پن,اسم
بالک باڑی,اسم
بالک,اسم
بالغ نظری,اسم
بالغ نظر,اسم
بالغ العلوم,اسم
بالغ الدماغ,اسم
بالغ,اسم
ازاں جملہ,
بام[1],اسم
بالیں پرست,اسم
بالیں,اسم
بالیدہ,اسم
بالیدگی,اسم
بالی[2],اسم
بالی[1],اسم
بان بردار,اسم
بان انداز,اسم
بانا,اسم
بام[4],اسم
بام[3],اسم
بام[2],اسم
بام نشیں,اسم
بان دار,اسم
بان چرخی,اسم
بانبی,اسم
باناتی[3],اسم
بانات,اسم
بانا بند,اسم
بانا[3],اسم
بانا[2],اسم
استاد کاری,
استاد بھائی,
استاد لاستاد,
استاد جی,
اسلحہ ساز,فعل
اسلحہ خانہ,
اسداللہ,
اسٹیشن ماسٹر,
اسٹاک ایکسچینج,
اشتہار بازی,فعل
اسی سے,حرف جار
اسی پاؤں,اسم
اسلحہ سازی,فعل
اشرف الاشراف,
اشرف المخلوقات,
اشرف الانبیا,
بانٹ بخرا,اسم
بانٹ,اسم
بانٹ[1],اسم
باندی,اسم
بانجھ,اسم
بانٹنا,
بانٹا,اسم
باندھ,اسم
باندا,اسم
بانجھ پن,اسم
باندھنا,
استقرار حق,
استفہام انکاری,
استفہام اقراری,
استفہام استخباری,
استعارہ بندی,فعل
استصواب عامہ,
استسقا کی نماز,
استانی گری,
استاد الاساتذہ,
بائیکاٹ,اسم
بائسیکل,اسم
باہر,اسم
باورچی خانہ,اسم
باورچی,اسم
بانی,اسم
بانگ,اسم
بانکپن,اسم
بانک,اسم
بانس واڑی,اسم
بانس,اسم
بانکا,اسم
تاجر,اسم
تاثیر,اسم
تاثر,اسم
تاج,اسم
تابوت,اسم
تابعی,
تابعیت,اسم
تابندگی,اسم
تابندہ,اسم
تابع,اسم
تاب,اسم
پا,اسم
پازیب,اسم
پاپوش,اسم
پاداش,اسم
پامردی,اسم
پاخانہ,اسم
پامال,اسم
پاجامہ,اسم
پابند,اسم
پابندی,اسم
پابہ گل,اسم
بت پرستی,اسم
بت پرست,اسم
بت,اسم
بپھرنا,
بایاں,اسم
پاپڑ,اسم
پاپا,اسم
پاپلر,اسم
پاپ[1],اسم
پارچہ باف,اسم
پاتال,اسم
پارچہ,اسم
پارٹ ٹائم,صفت
پادری,اسم
پارٹ,اسم
بٹوارا,اسم
بٹن,اسم
بٹا,اسم
بتول,اسم
بتانا,
بت خانہ,اسم
پارس,اسم
پارسی,اسم
پارلیمنٹ,اسم
پارکھ,صفت
پارک,اسم
پارسائی,اسم
پار,اسم
پارسا,صفت
تابع داری,فعل
تابع دار,فعل
تابع مہمل,اسم
تابع فرمان,اسم
تاب و تواں,
تاب و تب,اسم
تاب ناک,صفت
تاب کاری,
تاب دار,اسم
تاب کار,
تاب داری,فعل
بجٹ,اسم
بٹیر,اسم
بٹھانا,
بٹورنا,
پارا,اسم
پارینہ,صفت
پاس[2],اسم
پاس[1],اسم
پاس وفا,اسم
پاس آبرو,اسم
پاس ادب,اسم
پاس وضع,اسم
بحث طلب,اسم
بحث,
بچہ,
بجری,اسم
بجلی,اسم
بخت,اسم
بخار,اسم
بحری,اسم
بحر و بر,اسم
بحرالکاہل,اسم
بحر,اسم
بخیہ,اسم
بخیل,اسم
بخل,اسم
بخشنا,
بخشش,اسم
بدبخت,اسم
بد,اسم
بدقسمت,اسم
بدصورت,اسم
بدروح,اسم
بدرنگ,اسم
بد دعا,اسم
بد خواہ,اسم
بدتمیز,اسم
بدبو,اسم
بدل,اسم
بدعت حسنہ,اسم
بدعت,اسم
بدر,اسم
بدہیئت,اسم
تازگی,اسم
تاخیر,اسم
تازہ,اسم
تازیانہ,اسم
تاسیس,اسم
تاش,
تاک,
پالتو,صفت
پالا[4],صفت
پالا[3],اسم
پالا[2],اسم
پالا[1],اسم
پاگل خانہ,اسم
پاگل پن,اسم
پاگل,اسم
پاکیزہ طبع,اسم
پاک سیرت,اسم
پالیز,اسم
پالسی,
پالی,
پالنا[2],
پالنا[1],
پالک[1],اسم
پالک[2],اسم
پالش,
پائدان,اسم
پایل,اسم
پائدار,اسم
پائداری,اسم
پائپ,
پاؤڈر,
پاو,
پان دان,
پانسا,
پانچ,
پاؤں,
پایہ,اسم
پائنتی,اسم
پائلٹ,
پائنچا,اسم
پائریا,
پائیں,اسم
پائیں باغ,اسم
پائے[1],اسم
پایان,اسم
بیوی,اسم
محترم,اسم
بکری,
بہار,
کون,
تجھ,
تم,
تو,
تیرا,
میں[2],
مجھ,
میرا,اسم
میں[1],اسم
ہم,اسم
اتنا,
اپنا,
اب,
انھیں,
انھوں,
اگر,
اکتوبر,
ان,
اس,
اسے,
اچھا,
پب,
پبلسٹی,
پبلک,
پبلک اسکول,اسم
پبلک سروس کمیشن,اسم
پپڑی,اسم
پبلک سیکٹر,اسم
پپوٹا,اسم
پپیتا,اسم
پپیہا,اسم
پانڈا,اسم
بر,
بدی,اسم
بدن,اسم
بدلنا,اسم
بدلا,اسم
برابر,اسم
برائی,اسم
برادہ,اسم
برادری,اسم
برادر,اسم
برش,اسم
برسنا,اسم
برسات,
برس,اسم
بردہ فروش,اسم
بردہ,اسم
برداشت,اسم
برچھا,اسم
برجیس,اسم
برج,اسم
برتنا,
برتن,اسم
برتاو,اسم
برہنہ,اسم
برہمن,اسم
برہم,اسم
برہان,اسم
برما,اسم
برگد,اسم
برگ,اسم
برکت,اسم
برقی,اسم
برق,اسم
برقع,اسم
برفی,اسم
برف,اسم
برص,اسم
بڑھاوا,اسم
بڑھانا,
بڑائی,اسم
بڑا,اسم
بریک,اسم
بری,اسم
پانا[2],اسم
پانا[1],فعل
پتوار,اسم
پاے تخت,اسم
پاے ثبات,اسم
پتا,اسم
پتا,اسم
پایندہ,صفت
پتنگا,اسم
پتھرانا,اسم
پتھر کا دل,اسم
پتھر,اسم
پتلا,اسم
پتنگ بازی,
پتنگ باز,اسم
پتلون,اسم
پتی,اسم
پتیلا,اسم
پتھراؤ,اسم
پٹا[2],اسم
پٹ,اسم
پٹا,اسم
پٹاخا,اسم
پٹاری,
پٹائی,اسم
پٹخنا,اسم
پٹرول,
پٹرول پمپ,اسم
پٹری,اسم
پٹنا,فعل
پٹواری,اسم
پٹوانا,فعل
پٹیز,
پٹیشن,
پٹی,اسم
پٹھا,اسم
پٹھو,اسم
پجاری,اسم
پچاس,صفت
پچانوے,صفت
پچپن,صفت
پچکارنا,فعل
پچکاری,اسم
پچکنا,فعل
پچیس,صفت
بستر,اسم
بزم,اسم
بزرگی,اسم
بزرگ,صفت
بزدل,اسم
بزاخفش,اسم
بز,اسم
بڑھئی,اسم
بڑھنا,
بسنا,
بستی,اسم
بستہ,اسم
بصارت,اسم
بشیر,اسم
بشر,اسم
بشاشت,اسم
بشاش,اسم
بشارت,اسم
بسیرا,اسم
بسیار,اسم
بسنت,اسم
بغل,اسم
بصیرت,اسم
بعض,اسم
